IndicatorId,Indicator Name,CategoryId,Category
AFR0627,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)-SDG 8.8.1",9,Female
AFR0627,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)-SDG 8.8.1",28,Both sexes (male and female)
AFR0628,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)-SDG 16.1.3",8,Male
AFR0628,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)-SDG 16.1.3",9,Female
AFR0628,"Proportion of population subjected to physical violence in the previous 12 months, by sex (%)-SDG 16.1.3",28,Both sexes (male and female)
AFR0629,"Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)-SDG 16.1.3",8,Male
AFR0629,"Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)-SDG 16.1.3",9,Female
AFR0629,"Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)-SDG 16.1.3",28,Both sexes (male and female)
AFR0630,"Detected victims of human trafficking, by age and sex (number)-SDG 16.2.2",29,Total
AFR0631,Countries that have conducted at least one population and housing census in the last 10 years (1 = YES; 0 = NO)-SDG 17.19.2a,29,Total
AFR0632,Countries with death registration data that are at least 75 percent complete (1 = YES; 0 = NO)-SDG 17.19.2b,29,Total
AFR0633,Immunization coverage rate for Meningitis,29,Total
AFR0633,Immunization coverage rate for Meningitis,1098,Administrative coverage
AFR0633,Immunization coverage rate for Meningitis,1099,Official coverage
AFR0634,Availability of estimates on impoverishment due to out-of-pocket health expenditures,23,Fifth Quintile
AFR0635,Preterm birth rate (per 100 live births),23,Fifth Quintile
AFR0636,Poverty rate,999,Not Applicable
AFR0638,Number of Regions or Provinces,999,Not Applicable
AFR0639,Number of health districts,999,Not Applicable
AFR0640,"Prevalence of moderate or severe food insecurity in the population, based on the food insecurity experience scale [FIES][SDG 2.1.2]",28,Both sexes (male and female)
AFR0640,"Prevalence of moderate or severe food insecurity in the population, based on the food insecurity experience scale [FIES][SDG 2.1.2]",42,Female (15+ years)
AFR0640,"Prevalence of moderate or severe food insecurity in the population, based on the food insecurity experience scale [FIES][SDG 2.1.2]",45,Male (15+ years)
AFR0641,Countries with birth registration data that are at least 90 percent complete (1 = YES; 0 = NO)-SDG 17.19.2b,29,Total
AFR0642,Immunization coverage rate for Yellow fever,1098,Administrative coverage
AFR0642,Immunization coverage rate for Yellow fever,1099,Official coverage
AFR0642,Immunization coverage rate for Yellow fever,1100,WHO/UNICEF estimates of National immunization coverage
AFR0643,"Prevention of HIV in key populations (Sex workers, men who have sex with men, people who inject drugs, prisoners, transgender people) - %",1101,Sex workers
AFR0643,"Prevention of HIV in key populations (Sex workers, men who have sex with men, people who inject drugs, prisoners, transgender people) - %",1102,Men who have sex with men
AFR0643,"Prevention of HIV in key populations (Sex workers, men who have sex with men, people who inject drugs, prisoners, transgender people) - %",1103,People who inject drugs
AFR0643,"Prevention of HIV in key populations (Sex workers, men who have sex with men, people who inject drugs, prisoners, transgender people) - %",1105,Transgender people
AFR0644,Prevalence of births with defects/anomalies (per 1 million births),8,Male
AFR0644,Prevalence of births with defects/anomalies (per 1 million births),9,Female
AFR0644,Prevalence of births with defects/anomalies (per 1 million births),28,Both sexes (male and female)
AFR0645,Prevalence of congenital heart defects (per 1 million births),8,Male
AFR0645,Prevalence of congenital heart defects (per 1 million births),9,Female
AFR0645,Prevalence of congenital heart defects (per 1 million births),28,Both sexes (male and female)
AFR0646,Prevalence of congenital neurotube defects/anomalies (per 1 million births),8,Male
AFR0646,Prevalence of congenital neurotube defects/anomalies (per 1 million births),9,Female
AFR0646,Prevalence of congenital neurotube defects/anomalies (per 1 million births),28,Both sexes (male and female)
AFR0647,Number Specialists doctors,28,Both sexes (male and female)
AFR0648,Density of specialists doctors (per 1000 population),28,Both sexes (male and female)
AFR0649,Number of new HIV infections,28,Both sexes (male and female)
AFR0650,Number of suicides,8,Male
AFR0650,Number of suicides,9,Female
AFR0650,Number of suicides,28,Both sexes (male and female)
AFR0651,Age-standardized suicide rates (per 100 000),8,Male
AFR0651,Age-standardized suicide rates (per 100 000),9,Female
AFR0651,Age-standardized suicide rates (per 100 000),28,Both sexes (male and female)
